startNodeId,endNodeId,relationshipType,relationshipId,amount,unit,step_order,ingredientCategory,isMain
201000001,201000002,801000001,R_000001,300,g,,蛋白质,True
201000001,201000003,801000001,R_000002,15,g,,调料,False
201000001,201000004,801000001,R_000003,200,g,,蔬菜,False
201000001,201000005,801000001,R_000004,100,ml,,调料,False
201000001,201000006,801000001,R_000005,1,个,,蛋白质,False
201000001,201000007,801000001,R_000006,5,g,,淀粉类,False
201000001,201000008,801000001,R_000007,5,瓣,,蔬菜,False
201000001,201000009,801000001,R_000008,30,ml,,调料,False
201000001,201000010,801000001,R_000009,300,ml,,其他,False
201000001,201000011,801000003,R_000010,,,1.0,,
201000001,201000012,801000003,R_000011,,,2.0,,
201000001,201000013,801000003,R_000012,,,3.0,,
201000001,201000014,801000003,R_000013,,,4.0,,
201000001,201000015,801000003,R_000014,,,5.0,,
201000001,201000016,801000003,R_000015,,,6.0,,
201000001,201000017,801000003,R_000016,,,7.0,,
201000001,201000018,801000003,R_000017,,,8.0,,
201000001,201000019,801000003,R_000018,,,9.0,,
201000001,201000020,801000003,R_000019,,,10.0,,
201000001,201000021,801000003,R_000020,,,11.0,,
201000001,201000022,801000003,R_000021,,,12.0,,
201000001,730000000,801000004,R_000022,,,,,
201000001,640000000,801000005,R_000023,,,,,
201000023,201000024,801000001,R_000024,450,g,,蛋白质,True
201000023,201000025,801000001,R_000025,25,g,,蔬菜,False
201000023,201000026,801000001,R_000026,10,g,,蔬菜,False
201000023,201000027,801000001,R_000027,13,g,,蔬菜,False
201000023,201000028,801000001,R_000028,5,mL,,调料,False
201000023,201000029,801000001,R_000029,25,mL,,调料,False
201000023,201000030,801000001,R_000030,2,mL,,调料,False
201000023,201000031,801000001,R_000031,50,mL,,调料,False
201000023,201000032,801000003,R_000032,,,1.0,,
201000023,201000033,801000003,R_000033,,,2.0,,
201000023,201000034,801000003,R_000034,,,3.0,,
201000023,201000035,801000003,R_000035,,,4.0,,
201000023,201000036,801000003,R_000036,,,5.0,,
201000023,201000037,801000003,R_000037,,,6.0,,
201000023,201000038,801000003,R_000038,,,7.0,,
201000023,201000039,801000003,R_000039,,,8.0,,
201000023,730000000,801000004,R_000040,,,,,
201000023,630000000,801000005,R_000041,,,,,
201000040,201000041,801000001,R_000042,500,g,,蛋白质,True
201000040,201000042,801000001,R_000043,300-500,g,,蔬菜,True
201000040,201000043,801000001,R_000044,40,g,,调料,False
201000040,201000044,801000001,R_000045,10,g,,调料,False
201000040,201000045,801000001,R_000046,10,ml,,调料,False
201000040,201000046,801000001,R_000047,25,ml,,调料,False
201000040,201000047,801000001,R_000048,3,g,,调料,False
201000040,201000008,801000001,R_000049,2,瓣,,调料,False
201000040,201000049,801000001,R_000050,5,g,,调料,False
201000040,201000050,801000001,R_000051,2,g,,调料,False
201000040,201000051,801000003,R_000052,,,1.0,,
201000040,201000052,801000003,R_000053,,,2.0,,
201000040,201000053,801000003,R_000054,,,3.0,,
201000040,201000054,801000003,R_000055,,,4.0,,
201000040,201000055,801000003,R_000056,,,5.0,,
201000040,201000056,801000003,R_000057,,,6.0,,
201000040,201000057,801000003,R_000058,,,7.0,,
201000040,201000058,801000003,R_000059,,,8.0,,
201000040,730000000,801000004,R_000060,,,,,
201000040,640000000,801000005,R_000061,,,,,
201000059,201000060,801000001,R_000062,6,个,,蛋白质,True
201000059,201000061,801000001,R_000063,1,升,,其他,False
201000059,201000062,801000001,R_000064,3,颗,,蔬菜,False
201000059,201000063,801000001,R_000065,6,瓣,,蔬菜,False
201000059,201000027,801000001,R_000066,1,小块,,蔬菜,False
201000059,201000029,801000001,R_000067,6,毫升,,调料,False
201000059,201000066,801000001,R_000068,1,把,,工具,False
201000059,201000067,801000003,R_000069,,,1.0,,
201000059,201000068,801000003,R_000070,,,2.0,,
201000059,201000069,801000003,R_000071,,,3.0,,
201000059,201000070,801000003,R_000072,,,4.0,,
201000059,201000071,801000003,R_000073,,,5.0,,
201000059,201000072,801000003,R_000074,,,6.0,,
201000059,730000000,801000004,R_000075,,,,,
201000059,630000000,801000005,R_000076,,,,,
201000073,201000074,801000001,R_000077,1,条,,蛋白质,True
201000073,201000027,801000001,R_000078,2,片,,蔬菜,False
201000073,201000076,801000001,R_000079,3.5,个,,蔬菜,False
201000073,201000077,801000001,R_000080,2.5,个,,蔬菜,False
201000073,201000078,801000001,R_000081,40,毫升,,调料,False
201000073,201000049,801000001,R_000082,10,克,,调料,False
201000073,201000028,801000001,R_000083,适量,,,调料,False
201000073,201000081,801000001,R_000084,5,毫升,,调料,False
201000073,201000029,801000001,R_000085,5,毫升,,调料,False
201000073,201000083,801000001,R_000086,10,克,,调料,False
201000073,201000084,801000001,R_000087,5,克,,调料,False
201000073,201000062,801000001,R_000088,1.5,根,,蔬菜,False
201000073,201000086,801000001,R_000089,适量,,,蔬菜,False
201000073,201000087,801000001,R_000090,1.5,个,,蔬菜,False
201000073,201000088,801000001,R_000091,5,克,,调料,False
201000073,201000089,801000003,R_000092,,,1.0,,
201000073,201000090,801000003,R_000093,,,2.0,,
201000073,201000091,801000003,R_000094,,,3.0,,
201000073,201000092,801000003,R_000095,,,4.0,,
201000073,201000093,801000003,R_000096,,,5.0,,
201000073,201000094,801000003,R_000097,,,6.0,,
201000073,201000095,801000003,R_000098,,,7.0,,
201000073,201000096,801000003,R_000099,,,8.0,,
201000073,201000097,801000003,R_000100,,,9.0,,
201000073,201000098,801000003,R_000101,,,10.0,,
201000073,201000099,801000003,R_000102,,,11.0,,
201000073,730000000,801000004,R_000103,,,,,
201000073,640000000,801000005,R_000104,,,,,
201000100,201000101,801000001,R_000105,1,个,,蛋白质,True
201000100,201000102,801000001,R_000106,200,g,,蔬菜,False
201000100,201000027,801000001,R_000107,80,g,,蔬菜,False
201000100,201000076,801000001,R_000108,3.5,个,,蔬菜,False
201000100,201000105,801000001,R_000109,0.25,个,,蔬菜,False
201000100,201000086,801000001,R_000110,4,棵,,蔬菜,False
201000100,201000107,801000001,R_000111,2,个,,调料,False
201000100,201000077,801000001,R_000112,5,个,,调料,False
201000100,201000078,801000001,R_000113,30,ml,,调料,False
201000100,201000049,801000001,R_000114,7,g,,调料,False
201000100,201000111,801000001,R_000115,3,g,,调料,False
201000100,201000112,801000001,R_000116,15,g,,调料,False
201000100,201000113,801000001,R_000117,3,g,,调料,False
201000100,201000114,801000001,R_000118,3,g,,调料,False
201000100,201000115,801000001,R_000119,2,g,,调料,False
201000100,201000028,801000001,R_000120,15,g,,调料,False
201000100,201000117,801000001,R_000121,500,ml,,其他,False
201000100,201000118,801000003,R_000122,,,1.0,,
201000100,201000119,801000003,R_000123,,,2.0,,
201000100,201000120,801000003,R_000124,,,3.0,,
201000100,201000121,801000003,R_000125,,,4.0,,
201000100,201000122,801000003,R_000126,,,5.0,,
201000100,201000123,801000003,R_000127,,,6.0,,
201000100,201000124,801000003,R_000128,,,7.0,,
201000100,201000125,801000003,R_000129,,,8.0,,
201000100,201000126,801000003,R_000130,,,9.0,,
201000100,730000000,801000004,R_000131,,,,,
201000100,640000000,801000005,R_000132,,,,,
201000127,201000128,801000001,R_000133,1000,克,,蛋白质,True
201000127,201000129,801000001,R_000134,100,克,,蛋白质,False
201000127,201000102,801000001,R_000135,200,克,,蔬菜,False
201000127,201000027,801000001,R_000136,80,克,,蔬菜,False
201000127,201000076,801000001,R_000137,3.5,个,,蔬菜,False
201000127,201000077,801000001,R_000138,2,个,,调料,False
201000127,201000134,801000001,R_000139,50,克,,调料,False
201000127,201000028,801000001,R_000140,50,毫升,,调料,False
201000127,201000114,801000001,R_000141,50,毫升,,调料,False
201000127,201000137,801000001,R_000142,50,毫升,,调料,False
201000127,201000113,801000001,R_000143,20,毫升,,调料,False
201000127,201000084,801000001,R_000144,5,毫升,,调料,False
201000127,201000049,801000001,R_000145,5,克,,调料,False
201000127,201000078,801000001,R_000146,适量,毫升,,调料,False
201000127,201000117,801000001,R_000147,没过鱼面,毫升,,其他,False
201000127,201000143,801000003,R_000148,,,1.0,,
201000127,201000144,801000003,R_000149,,,2.0,,
201000127,201000145,801000003,R_000150,,,3.0,,
201000127,201000146,801000003,R_000151,,,4.0,,
201000127,201000147,801000003,R_000152,,,5.0,,
201000127,201000148,801000003,R_000153,,,6.0,,
201000127,201000149,801000003,R_000154,,,7.0,,
201000127,201000150,801000003,R_000155,,,8.0,,
201000127,201000151,801000003,R_000156,,,9.0,,
201000127,201000152,801000003,R_000157,,,10.0,,
201000127,201000153,801000003,R_000158,,,11.0,,
201000127,201000154,801000003,R_000159,,,12.0,,
201000127,201000155,801000003,R_000160,,,13.0,,
201000127,201000156,801000003,R_000161,,,14.0,,
201000127,201000157,801000003,R_000162,,,15.0,,
201000127,201000158,801000003,R_000163,,,16.0,,
201000127,201000159,801000003,R_000164,,,17.0,,
201000127,730000000,801000004,R_000165,,,,,
201000127,640000000,801000005,R_000166,,,,,
201000160,201000161,801000001,R_000167,2,斤,,蛋白质,True
201000160,201000078,801000001,R_000168,70,毫升,,调料,False
201000160,201000163,801000001,R_000169,2,片,,调料,False
201000160,201000107,801000001,R_000170,1,个,,调料,False
201000160,201000165,801000001,R_000171,3,克,,调料,False
201000160,201000166,801000001,R_000172,10,克,,调料,False
201000160,201000167,801000001,R_000173,10,克,,调料,False
201000160,201000168,801000001,R_000174,5,克,,调料,False
201000160,201000062,801000001,R_000175,1,根,,蔬菜,False
201000160,201000027,801000001,R_000176,30,克,,蔬菜,False
201000160,201000063,801000001,R_000177,7,瓣,,蔬菜,False
201000160,201000172,801000001,R_000178,30,克,,调料,False
201000160,201000173,801000001,R_000179,30,克,,调料,False
201000160,201000174,801000001,R_000180,500,毫升,,调料,False
201000160,201000112,801000001,R_000181,30,毫升,,调料,False
201000160,201000049,801000001,R_000182,10,克,,调料,False
201000160,201000177,801000003,R_000183,,,1.0,,
201000160,201000178,801000003,R_000184,,,2.0,,
201000160,201000179,801000003,R_000185,,,3.0,,
201000160,201000180,801000003,R_000186,,,4.0,,
201000160,201000181,801000003,R_000187,,,5.0,,
201000160,201000182,801000003,R_000188,,,6.0,,
201000160,201000183,801000003,R_000189,,,7.0,,
201000160,730000000,801000004,R_000190,,,,,
201000160,640000000,801000005,R_000191,,,,,
201000184,201000185,801000001,R_000192,2-3,只,,蛋白质,True
201000184,201000186,801000001,R_000193,5,克,,调料,False
201000184,201000187,801000001,R_000194,适量,,,调料,False
201000184,201000188,801000001,R_000195,20,毫升,,调料,False
201000184,201000112,801000001,R_000196,1,毫升,,调料,False
201000184,201000086,801000001,R_000197,3,片,,蔬菜,False
201000184,201000191,801000001,R_000198,1,片,,蔬菜,False
201000184,201000004,801000001,R_000199,10,克,,蔬菜,False
201000184,201000193,801000001,R_000200,10,克,,蔬菜,False
201000184,201000008,801000001,R_000201,10,克,,蔬菜,False
201000184,201000195,801000001,R_000202,2调羹,,,调料,False
201000184,201000196,801000003,R_000203,,,1.0,,
201000184,201000197,801000003,R_000204,,,2.0,,
201000184,201000198,801000003,R_000205,,,3.0,,
201000184,201000199,801000003,R_000206,,,4.0,,
201000184,201000200,801000003,R_000207,,,5.0,,
201000184,201000201,801000003,R_000208,,,6.0,,
201000184,201000202,801000003,R_000209,,,7.0,,
201000184,201000203,801000003,R_000210,,,8.0,,
201000184,201000204,801000003,R_000211,,,9.0,,
201000184,201000205,801000003,R_000212,,,10.0,,
201000184,730000000,801000004,R_000213,,,,,
201000184,630000000,801000005,R_000214,,,,,
201000206,201000207,801000001,R_000215,10,只,,蛋白质,True
201000206,201000167,801000001,R_000216,5,克,,调料,False
201000206,201000062,801000001,R_000217,50,克,,蔬菜,False
201000206,201000027,801000001,R_000218,20,克,,蔬菜,False
201000206,201000211,801000001,R_000219,30,克,,调料,False
201000206,201000049,801000001,R_000220,3,克,,调料,False
201000206,201000213,801000001,R_000221,10,克,,调料,False
201000206,201000214,801000001,R_000222,适量,,,调料,False
201000206,201000215,801000003,R_000223,,,1.0,,
201000206,201000216,801000003,R_000224,,,2.0,,
201000206,201000217,801000003,R_000225,,,3.0,,
201000206,201000218,801000003,R_000226,,,4.0,,
201000206,201000219,801000003,R_000227,,,5.0,,
201000206,201000220,801000003,R_000228,,,6.0,,
201000206,201000221,801000003,R_000229,,,7.0,,
201000206,201000222,801000003,R_000230,,,8.0,,
201000206,730000000,801000004,R_000231,,,,,
201000206,640000000,801000005,R_000232,,,,,
201000223,201000224,801000001,R_000001,1500,克,,蛋白质,True
201000223,201000102,801000001,R_000002,0.5,根,,蔬菜,False
201000223,201000009,801000001,R_000003,20,毫升,,调料,False
201000223,201000028,801000001,R_000004,12.5,毫升,,调料,False
201000223,201000228,801000001,R_000005,7.5,克,,调料,False
201000223,201000047,801000001,R_000006,7.5,克,,调料,False
201000223,201000165,801000001,R_000007,1,小片,,调料,False
201000223,201000107,801000001,R_000008,2,个,,调料,False
201000223,201000008,801000001,R_000009,8,粒,,蔬菜,False
201000223,201000163,801000001,R_000010,2,片,,调料,False
201000223,201000166,801000001,R_000011,1,小把,,调料,False
201000223,201000235,801000001,R_000012,10,个,,调料,False
201000223,201000236,801000001,R_000013,4,个,,蔬菜,False
201000223,201000237,801000001,R_000014,2,根,,蔬菜,False
201000223,201000004,801000001,R_000015,0.5,个,,蔬菜,False
201000223,201000239,801000001,R_000016,1,张,,蛋白质,False
201000223,201000240,801000001,R_000017,适量,,,蔬菜,False
201000223,201000241,801000001,R_000018,0.5,包,,调料,False
201000223,201000242,801000001,R_000019,17.5,克,,调料,False
201000223,201000134,801000001,R_000020,5,克,,调料,False
201000223,201000112,801000001,R_000021,5,毫升,,调料,False
201000223,201000245,801000001,R_000022,适量,,,调料,False
201000223,201000246,801000001,R_000023,适量,,,其他,False
201000223,201000247,801000001,R_000024,适量,,,其他,False
201000223,201000086,801000001,R_000025,适量,,,蔬菜,False
201000223,201000249,801000003,R_000026,,,1.0,,
201000223,201000250,801000003,R_000027,,,2.0,,
201000223,201000251,801000003,R_000028,,,3.0,,
201000223,201000252,801000003,R_000029,,,4.0,,
201000223,201000253,801000003,R_000030,,,5.0,,
201000223,201000254,801000003,R_000031,,,6.0,,
201000223,201000255,801000003,R_000032,,,7.0,,
201000223,201000256,801000003,R_000033,,,8.0,,
201000223,730000000,801000004,R_000034,,,,,
201000223,640000000,801000005,R_000035,,,,,
201000257,201000258,801000001,R_000036,1,条,,蛋白质,True
201000257,201000259,801000001,R_000037,3,根,,蔬菜,False
201000257,201000027,801000001,R_000038,1,块,,蔬菜,False
201000257,201000009,801000001,R_000039,10-15,毫升,,调料,False
201000257,201000262,801000001,R_000040,10-15,毫升,,调料,False
201000257,201000028,801000001,R_000041,10-15,毫升,,调料,False
201000257,201000228,801000001,R_000042,5-10,克,,调料,False
201000257,201000265,801000003,R_000043,,,1.0,,
201000257,201000266,801000003,R_000044,,,2.0,,
201000257,201000267,801000003,R_000045,,,3.0,,
201000257,201000268,801000003,R_000046,,,4.0,,
201000257,201000269,801000003,R_000047,,,5.0,,
201000257,201000270,801000003,R_000048,,,6.0,,
201000257,201000271,801000003,R_000049,,,7.0,,
201000257,730000000,801000004,R_000050,,,,,
201000257,630000000,801000005,R_000051,,,,,
201000272,201000273,801000001,R_000052,250,g,,蛋白质,True
201000272,201000062,801000001,R_000053,1,根,,蔬菜,False
201000272,201000027,801000001,R_000054,1,块,,蔬菜,False
201000272,201000004,801000001,R_000055,1,头,,蔬菜,False
201000272,201000063,801000001,R_000056,5-8,瓣,,蔬菜,False
201000272,201000009,801000001,R_000057,10-15,ml,,调料,False
201000272,201000028,801000001,R_000058,20,ml,,调料,False
201000272,201000029,801000001,R_000059,10-15,ml,,调料,False
201000272,201000281,801000001,R_000060,1,把,,调料,False
201000272,201000282,801000001,R_000061,10,ml,,调料,False
201000272,201000084,801000001,R_000062,10,ml,,调料,False
201000272,201000284,801000003,R_000063,,,1.0,,
201000272,201000285,801000003,R_000064,,,2.0,,
201000272,201000286,801000003,R_000065,,,3.0,,
201000272,201000287,801000003,R_000066,,,4.0,,
201000272,201000288,801000003,R_000067,,,5.0,,
201000272,201000289,801000003,R_000068,,,6.0,,
201000272,730000000,801000004,R_000069,,,,,
201000272,620000000,801000005,R_000070,,,,,
201000290,201000128,801000001,R_000071,3,斤,,蛋白质,True
201000290,201000292,801000001,R_000072,40,克,,调料,False
201000290,201000134,801000001,R_000073,20,克,,调料,False
201000290,201000294,801000001,R_000074,10,克,,调料,False
201000290,201000295,801000001,R_000075,10,克,,淀粉类,False
201000290,201000049,801000001,R_000076,30,克,,调料,False
201000290,201000102,801000001,R_000077,30,克,,蔬菜,False
201000290,201000027,801000001,R_000078,30,克,,蔬菜,False
201000290,201000028,801000001,R_000079,25,克,,调料,False
201000290,201000086,801000001,R_000080,1,颗,,蔬菜,False
201000290,201000301,801000001,R_000081,100,克,,淀粉类,False
201000290,201000006,801000001,R_000082,1,个,,蛋白质,False
201000290,201000117,801000001,R_000083,50,克,,其他,False
201000290,201000304,801000003,R_000084,,,1.0,,
201000290,201000305,801000003,R_000085,,,2.0,,
201000290,201000306,801000003,R_000086,,,3.0,,
201000290,201000307,801000003,R_000087,,,4.0,,
201000290,201000308,801000003,R_000088,,,5.0,,
201000290,201000309,801000003,R_000089,,,6.0,,
201000290,201000310,801000003,R_000090,,,7.0,,
201000290,201000311,801000003,R_000091,,,8.0,,
201000290,201000312,801000003,R_000092,,,9.0,,
201000290,201000313,801000003,R_000093,,,10.0,,
201000290,201000314,801000003,R_000094,,,11.0,,
201000290,201000315,801000003,R_000095,,,12.0,,
201000290,201000316,801000003,R_000096,,,13.0,,
201000290,201000317,801000003,R_000097,,,14.0,,
201000290,201000318,801000003,R_000098,,,15.0,,
201000290,730000000,801000004,R_000099,,,,,
201000290,640000000,801000005,R_000100,,,,,
201000319,201000320,801000001,R_000101,500,克,,蛋白质,True
201000319,201000321,801000001,R_000102,20,克,,其他,False
201000319,201000322,801000001,R_000103,15,克,,调料,False
201000319,201000134,801000001,R_000104,3,克,,调料,False
201000319,201000112,801000001,R_000105,30,克,,调料,False
201000319,201000084,801000001,R_000106,30,克,,调料,False
201000319,201000049,801000001,R_000107,3,克,,调料,False
201000319,201000327,801000001,R_000108,15,克,,调料,False
201000319,201000086,801000001,R_000109,5,条,,蔬菜,False
201000319,201000063,801000001,R_000110,5,颗,,蔬菜,False
201000319,201000330,801000003,R_000111,,,1.0,,
201000319,201000331,801000003,R_000112,,,2.0,,
201000319,201000332,801000003,R_000113,,,3.0,,
201000319,201000333,801000003,R_000114,,,4.0,,
201000319,201000334,801000003,R_000115,,,5.0,,
201000319,201000335,801000003,R_000116,,,6.0,,
201000319,201000336,801000003,R_000117,,,7.0,,
201000319,730000000,801000004,R_000118,,,,,
201000319,630000000,801000005,R_000119,,,,,
201000337,201000338,801000001,R_000120,500,克,,蛋白质,True
201000337,201000339,801000001,R_000121,1,根,,蔬菜,False
201000337,201000340,801000001,R_000122,2,个,,蔬菜,False
201000337,201000027,801000001,R_000123,50,克,,蔬菜,False
201000337,201000028,801000001,R_000124,25,克,,调料,False
201000337,201000214,801000001,R_000125,15,克,,调料,False
201000337,201000049,801000001,R_000126,8,克,,调料,False
201000337,201000262,801000001,R_000127,10,克,,调料,False
201000337,201000117,801000001,R_000128,5000,毫升,,其他,False
201000337,201000347,801000003,R_000129,,,1.0,,
201000337,201000348,801000003,R_000130,,,2.0,,
201000337,201000349,801000003,R_000131,,,3.0,,
201000337,201000350,801000003,R_000132,,,4.0,,
201000337,201000351,801000003,R_000133,,,5.0,,
201000337,201000352,801000003,R_000134,,,6.0,,
201000337,201000353,801000003,R_000135,,,7.0,,
201000337,201000354,801000003,R_000136,,,8.0,,
201000337,201000355,801000003,R_000137,,,9.0,,
201000337,201000356,801000003,R_000138,,,10.0,,
201000337,201000357,801000003,R_000139,,,11.0,,
201000337,201000358,801000003,R_000140,,,12.0,,
201000337,201000359,801000003,R_000141,,,13.0,,
201000337,201000360,801000003,R_000142,,,14.0,,
201000337,201000361,801000003,R_000143,,,15.0,,
201000337,201000362,801000003,R_000144,,,16.0,,
201000337,201000363,801000003,R_000145,,,17.0,,
201000337,201000364,801000003,R_000146,,,18.0,,
201000337,730000000,801000004,R_000147,,,,,
201000337,640000000,801000005,R_000148,,,,,
201000365,201000366,801000001,R_000149,4,个,,蛋白质,True
201000365,201000367,801000001,R_000150,1,根,,蔬菜,True
201000365,201000009,801000001,R_000151,20,毫升,,调料,False
201000365,201000084,801000001,R_000152,20,克,,调料,False
201000365,201000112,801000001,R_000153,5,克,,调料,False
201000365,201000134,801000001,R_000154,2,克,,调料,False
201000365,201000295,801000001,R_000155,2,克,,淀粉类,False
201000365,201000373,801000001,R_000156,100,毫升,,其他,False
201000365,201000374,801000003,R_000157,,,1.0,,
201000365,201000375,801000003,R_000158,,,2.0,,
201000365,201000376,801000003,R_000159,,,3.0,,
201000365,201000377,801000003,R_000160,,,4.0,,
201000365,201000378,801000003,R_000161,,,5.0,,
201000365,201000379,801000003,R_000162,,,6.0,,
201000365,201000380,801000003,R_000163,,,7.0,,
201000365,201000381,801000003,R_000164,,,8.0,,
201000365,201000382,801000003,R_000165,,,9.0,,
201000365,201000383,801000003,R_000166,,,10.0,,
201000365,201000384,801000003,R_000167,,,11.0,,
201000365,201000385,801000003,R_000168,,,12.0,,
201000365,730000000,801000004,R_000169,,,,,
201000365,630000000,801000005,R_000170,,,,,
201000386,201000387,801000001,R_000171,8,只,,蛋白质,True
201000386,201000388,801000001,R_000172,50,g,,调料,False
201000386,201000009,801000001,R_000173,20,ml,,调料,False
201000386,201000112,801000001,R_000174,5,ml,,调料,False
201000386,201000391,801000003,R_000175,,,1.0,,
201000386,201000392,801000003,R_000176,,,2.0,,
201000386,201000393,801000003,R_000177,,,3.0,,
201000386,201000394,801000003,R_000178,,,4.0,,
201000386,730000000,801000004,R_000179,,,,,
201000386,620000000,801000005,R_000180,,,,,
201000395,201000396,801000001,R_000181,200,克,,蛋白质,True
201000395,201000397,801000001,R_000182,30,克,,调料,False
201000395,201000008,801000001,R_000183,20,克,,蔬菜,False
201000395,201000188,801000001,R_000184,15,毫升,,调料,False
201000395,201000191,801000001,R_000185,0.25,个,,蔬菜,False
201000395,201000195,801000001,R_000186,10,毫升,,调料,False
201000395,201000402,801000003,R_000187,,,1.0,,
201000395,201000403,801000003,R_000188,,,2.0,,
201000395,201000404,801000003,R_000189,,,3.0,,
201000395,201000405,801000003,R_000190,,,4.0,,
201000395,201000406,801000003,R_000191,,,5.0,,
201000395,201000407,801000003,R_000192,,,6.0,,
201000395,201000408,801000003,R_000193,,,7.0,,
201000395,201000409,801000003,R_000194,,,8.0,,
201000395,201000410,801000003,R_000195,,,9.0,,
201000395,730000000,801000004,R_000196,,,,,
201000395,620000000,801000005,R_000197,,,,,
201000411,201000412,801000001,R_000198,200,g,,蛋白质,True
201000411,201000006,801000001,R_000199,2,个,,蛋白质,True
201000411,201000009,801000001,R_000200,100,ml,,调料,False
201000411,201000004,801000001,R_000201,0.25,个,,蔬菜,False
201000411,201000295,801000001,R_000202,20,g,,淀粉类,False
201000411,201000112,801000001,R_000203,5,ml,,调料,False
201000411,201000111,801000001,R_000204,5,ml,,调料,False
201000411,201000028,801000001,R_000205,5,ml,,调料,False
201000411,201000420,801000003,R_000206,,,1.0,,
201000411,201000421,801000003,R_000207,,,2.0,,
201000411,201000422,801000003,R_000208,,,3.0,,
201000411,201000423,801000003,R_000209,,,4.0,,
201000411,730000000,801000004,R_000210,,,,,
201000411,630000000,801000005,R_000211,,,,,
201000424,201000425,801000001,R_000001,2,斤,,蛋白质,True
201000424,201000426,801000001,R_000002,20,克,,调料,False
201000424,201000062,801000001,R_000003,50,克,,蔬菜,False
201000424,201000063,801000001,R_000004,4,个,,蔬菜,False
201000424,201000086,801000001,R_000005,适量,,,蔬菜,False
201000424,201000113,801000001,R_000006,2,毫升,,调料,False
201000424,201000134,801000001,R_000007,10,克,,调料,False
201000424,201000242,801000001,R_000008,适量,,,调料,False
201000424,201000077,801000001,R_000009,4-6,个,,调料,False
201000424,201000028,801000001,R_000010,100,毫升,,调料,False
201000424,201000112,801000001,R_000011,4,毫升,,调料,False
201000424,201000049,801000001,R_000012,50,克,,调料,False
201000424,201000009,801000001,R_000013,100,毫升,,调料,False
201000424,201000438,801000001,R_000014,适量,,,蔬菜,False
201000424,201000111,801000001,R_000015,适量,,,调料,False
201000424,201000440,801000001,R_000016,适量,,,调料,False
201000424,201000114,801000001,R_000017,适量,,,调料,False
201000424,201000442,801000003,R_000018,,,1.0,,
201000424,201000443,801000003,R_000019,,,2.0,,
201000424,201000444,801000003,R_000020,,,3.0,,
201000424,201000445,801000003,R_000021,,,4.0,,
201000424,201000446,801000003,R_000022,,,5.0,,
201000424,201000447,801000003,R_000023,,,6.0,,
201000424,201000448,801000003,R_000024,,,7.0,,
201000424,201000449,801000003,R_000025,,,8.0,,
201000424,201000450,801000003,R_000026,,,9.0,,
201000424,201000451,801000003,R_000027,,,10.0,,
201000424,201000452,801000003,R_000028,,,11.0,,
201000424,730000000,801000004,R_000029,,,,,
201000424,640000000,801000005,R_000030,,,,,
201000453,201000009,801000001,R_000031,10,ml,,调料,False
201000453,201000027,801000001,R_000032,3,片,,调料,False
201000453,201000063,801000001,R_000033,3,瓣,,调料,False
201000453,201000128,801000001,R_000034,1.2,斤,,蛋白质,True
201000453,201000458,801000001,R_000035,13,片,,蔬菜,True
201000453,201000049,801000001,R_000036,5-8,克,,调料,False
201000453,201000113,801000001,R_000037,3,ml,,调料,False
201000453,201000112,801000001,R_000038,6,ml,,调料,False
201000453,201000165,801000001,R_000039,1,块,,调料,False
201000453,201000107,801000001,R_000040,3,个,,调料,False
201000453,201000464,801000001,R_000041,20,克,,调料,False
201000453,201000077,801000001,R_000042,4-6,个,,调料,False
201000453,201000466,801000003,R_000043,,,1.0,,
201000453,201000467,801000003,R_000044,,,2.0,,
201000453,201000468,801000003,R_000045,,,3.0,,
201000453,201000469,801000003,R_000046,,,4.0,,
201000453,201000470,801000003,R_000047,,,5.0,,
201000453,201000471,801000003,R_000048,,,6.0,,
201000453,730000000,801000004,R_000049,,,,,
201000453,630000000,801000005,R_000050,,,,,
201000472,201000473,801000001,R_000051,550,克,,蛋白质,True
201000472,201000474,801000001,R_000052,400,克,,蛋白质,True
201000472,201000027,801000001,R_000053,5,片,,蔬菜,False
201000472,201000062,801000001,R_000054,50,克,,蔬菜,False
201000472,201000063,801000001,R_000055,4,个,,蔬菜,False
201000472,201000113,801000001,R_000056,2,毫升,,调料,False
201000472,201000165,801000001,R_000057,1,块,,调料,False
201000472,201000213,801000001,R_000058,5,块,,调料,False
201000472,201000077,801000001,R_000059,4,个,,调料,False
201000472,201000028,801000001,R_000060,5,毫升,,调料,False
201000472,201000112,801000001,R_000061,4,毫升,,调料,False
201000472,201000049,801000001,R_000062,5,克,,调料,False
201000472,201000107,801000001,R_000063,1,个,,调料,False
201000472,201000163,801000001,R_000064,1,片,,调料,False
201000472,201000009,801000001,R_000065,10,毫升,,调料,False
201000472,201000488,801000001,R_000066,400,克,,其他,False
201000472,201000489,801000003,R_000067,,,1.0,,
201000472,201000490,801000003,R_000068,,,2.0,,
201000472,201000491,801000003,R_000069,,,3.0,,
201000472,201000492,801000003,R_000070,,,4.0,,
201000472,201000493,801000003,R_000071,,,5.0,,
201000472,201000494,801000003,R_000072,,,6.0,,
201000472,201000495,801000003,R_000073,,,7.0,,
201000472,730000000,801000004,R_000074,,,,,
201000472,630000000,801000005,R_000075,,,,,
201000496,201000497,801000001,R_000076,300,g,,蛋白质,True
201000496,201000321,801000001,R_000077,7,g,,调料,False
201000496,201000499,801000001,R_000078,15,ml,,调料,False
201000496,201000009,801000001,R_000079,45,ml,,调料,False
